template_id,query_id,predicted_action,actual_best_action,predicted_action_reward,actual_best_reward,regret,is_correct
control_ch_stockout_risk,b7e566210a3ec790b752422b662996f011a1c59524755117af36a942e5fa2845,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_d_id""], ""include_columns"": [""ol_i_id"", ""ol_quantity""]}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_w_id"", ""ol_o_id"", ""ol_d_id""], ""include_columns"": [""ol_i_id"", ""ol_quantity""]}",0.014663488462256253,0.49357211394083217,0.47890862547857593,False
control_ch_cohort_retention,d5872fc57c0fa7f5eba9418bc4b44183c59b7daebc1c797c5d440ddbebd13bf7,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_w_id""], ""include_columns"": [""o_c_id"", ""o_d_id"", ""o_entry_d""]}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_w_id""], ""include_columns"": []}",-0.12487815094052246,0.04727138183517686,0.17214953277569933,False
control_ch_supplier_concentration,9b1a17b86b67e12ceeffde712ab5a7dfaaba8154cb25a6983bcc422defed4ff5,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""supplier"", ""key_columns"": [""su_nationkey""], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""nation"", ""key_columns"": [""n_regionkey""], ""include_columns"": []}",-0.25855292194391105,0.024715517012286414,0.28326843895619747,False
control_ch_demand_volatility,03b1744acfc07eac077f59f2fc2b57501901692b70a0bd210038f8ffd25dfaca,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_w_id""], ""include_columns"": []}",0.0,0.1098336898644406,0.1098336898644406,False
control_ch_customer_rfm,5035c83812c63bc523eadd2c5b51d5e99fcd338e271fdd3363d1a9802ae24b69,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_o_id""], ""include_columns"": [""ol_amount""]}",0.0,0.27328260966000467,0.27328260966000467,False
control_ch_product_pareto,bb4bbbe4683005095fd3806e9e442bfb14cadc30e3d0fde86f249d5427f185ed,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_c_id"", ""o_w_id"", ""o_d_id""], ""include_columns"": []}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.008219623061955627,0.0,0.008219623061955627,False
control_ch_warehouse_reconciliation,7faea6f098b381bb52fac192d43c1f6fa8829a1bdbc07568de20d1788a4af75a,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_w_id""], ""include_columns"": []}",0.0,0.017756843157827426,0.017756843157827426,False
control_ch_basket_affinity,0b1bf0e2c14adf8554b5cb4e262f6df2ad031cdcd3c777e7df38cf5fce256e57,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_d_id""], ""include_columns"": []}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.07868934782257682,0.0,0.07868934782257682,False
control_ch_order_gaps,7d169e21dad146b81d06804b6f3c57a118bc8787b234243b634bf007c7968801,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""customer"", ""key_columns"": [""c_state"", ""c_id"", ""c_w_id""], ""include_columns"": [""c_d_id""]}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.34764009487146075,0.0,0.34764009487146075,False
control_ch_order_gaps,06bcade92309ab4a17bc3b985890025f7f9aa0a7dd774115c899d4a883eae434,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""customer"", ""key_columns"": [""c_state""], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""customer"", ""key_columns"": [""c_state""], ""include_columns"": []}",0.35720174916112035,0.35720174916112035,0.0,True
control_ch_warehouse_reconciliation,e9b9dc945ffb1ca7db6591cbf7fa032f5cf08ddbfa6625d6cdf595d938b2c966,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_w_id""], ""include_columns"": [""ol_i_id"", ""ol_quantity""]}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_w_id""], ""include_columns"": [""ol_i_id"", ""ol_quantity""]}",0.1402566048865968,0.1402566048865968,0.0,True
control_ch_customer_rfm,4d9abf9121606a1872e2ce1d5c9d1dc6a077e3439081b0d8716a2e5b3b9d082f,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_id""], ""include_columns"": [""o_c_id"", ""o_d_id"", ""o_entry_d""]}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""oorder"", ""key_columns"": [""o_d_id""], ""include_columns"": []}",-0.17725463883294398,0.05925926028528127,0.23651389911822526,False
control_ch_basket_affinity,514f39dfcdc0719a41377abbea6559093fe99e6bb7447b1861bfcb6ac92feac9,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_d_id""], ""include_columns"": [""ol_i_id""]}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_d_id""], ""include_columns"": []}",-0.038971211329734676,0.13021042717459994,0.1691816385043346,False
control_ch_district_anomaly,c25382571aeb7a01815f5257a8eab2cb00ea2fdfd148072d3f2d1a953adaee02,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""order_line"", ""key_columns"": [""ol_o_id""], ""include_columns"": []}",0.0,0.20758559035095703,0.20758559035095703,False
control_ch_supplier_concentration,330b059aefeca10318d89b2a731a198d5bbf18a7bea9b37d59cca5af86fab8dd,"{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""supplier"", ""key_columns"": [""su_nationkey""], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""chbenchmark"", ""table_name"": ""stock"", ""key_columns"": [""s_i_id""], ""include_columns"": []}",0.004585024350649423,0.10773290164011907,0.10314787728946966,False
