template_id,query_id,predicted_action,actual_best_action,predicted_action_reward,actual_best_reward,regret,is_correct
prod_aircraft_duration_fit,02bec2580acb472873836570388d5a035bde60b7c5348d8f9d47b8b021b22a7e,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""aircraft_code""], ""include_columns"": [""departure_airport"", ""arrival_airport"", ""scheduled_arrival""]}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""aircrafts"", ""key_columns"": [""aircraft_code""], ""include_columns"": []}",-0.05910445694191878,0.1544617000624925,0.21356615700441128,False
prod_load_factor_percentile,192c5f688a47324dc652071bc2dc144c20825000ed2ab0e00c5e28c2ebd4c1ef,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""flight_id""], ""include_columns"": []}",0.0,0.01126353328869273,0.01126353328869273,False
prod_materialized_route_comparison,5c62846c6fee57c5b38a7c270ef2d0a09cd830c0911ca1a9cefeece57612e6f5,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""flight_id""], ""include_columns"": [""departure_airport"", ""arrival_airport""]}",0.0,0.18635038920778763,0.18635038920778763,False
prod_route_concentration,c8af23cf646ed3531e419d11a5400a3ca1ebf89b9d4793b10fdd87b1afb38c67,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""status""], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""status""], ""include_columns"": [""departure_airport"", ""arrival_airport""]}",0.2213237221494102,0.4643829767485033,0.2430592545990931,False
prod_customer_value_deciles,ea84a94b1d33a8d9b325b9279fe61bce12a962dcb3df69d7d7c35d37bd9251f3,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""tickets"", ""key_columns"": [""ticket_no""], ""include_columns"": [""passenger_id""]}",0.0,0.07484123268931077,0.07484123268931077,False
prod_route_top_n_per_month,8d3a8819880e259feae026202c77459db35c1474d4f16343086040d273d88eb1,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""ticket_flights"", ""key_columns"": [""flight_id""], ""include_columns"": [""amount""]}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.19510632074110607,0.0,0.19510632074110607,False
prod_revenue_iqr_outliers,e97c70c45b17f30e8df3b2a1a62b6117ec9dd83007c17a031fbede923afd033c,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""ticket_flights"", ""key_columns"": [""amount""], ""include_columns"": []}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.015089852911482914,0.0,0.015089852911482914,False
prod_lateral_top_fares,e4e20b34ac133ed79a4063fc6bb3c48d50d021e05c76d8c24fd07f6d4086deeb,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""ticket_flights"", ""key_columns"": [""fare_conditions"", ""flight_id"", ""amount""], ""include_columns"": []}",0.0,0.6471867613247719,0.6471867613247719,False
prod_route_top_passengers,2a5ff66b509c7890298e53a3d61e12c175c1928b32e58275a032cef803eb6759,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",0.0,0.0,0.0,True
prod_boarded_frequent_flyers,a656392ed1555fbc82a09ce1d291dc62d466024dcea9f1ec43a5b1117950d786,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""tickets"", ""key_columns"": [""ticket_no""], ""include_columns"": [""passenger_id""]}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",-0.06741195513833476,0.0,0.06741195513833476,False
prod_route_peer_comparison,61f4b28a387f515fee9559d28dde2c086152c9628b7d5306a1772d5321e40b5e,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""departure_airport""], ""include_columns"": [""arrival_airport""]}",0.0,0.06222624589709955,0.06222624589709955,False
prod_fare_mix_change,1b9dbc972b2c5337fb957dc873b6a2aafb3a63fe6744d0a0ca7194b38b7d147b,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""departure_airport""], ""include_columns"": [""scheduled_departure""]}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""departure_airport"", ""flight_id""], ""include_columns"": [""scheduled_departure""]}",-0.04824974598455381,0.064259335175748,0.11250908116030181,False
prod_booking_cohort_retention,d59e38f2e8f46e1151cf15a8a8d69a43cd00a5a070f6fb7a2c71b06671a93ddf,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""tickets"", ""key_columns"": [""book_ref""], ""include_columns"": []}",0.0,0.14941878149100293,0.14941878149100293,False
prod_route_status_cube,8e8f689f56ee33ea4b59d5787f4b2c34f2b0c5172a2ab706046e45adaa640123,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""scheduled_departure""], ""include_columns"": [""departure_airport"", ""arrival_airport"", ""status""]}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""scheduled_departure""], ""include_columns"": []}",0.07479232703027658,0.17977830073278414,0.10498597370250756,False
prod_aircraft_turnaround,f3e918530390f42aceff2fb2a3302d30514869bc412c957dcf9c983f67b4c975,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""aircraft_code"", ""scheduled_departure""], ""include_columns"": [""departure_airport"", ""flight_id"", ""arrival_airport""]}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""flights"", ""key_columns"": [""aircraft_code""], ""include_columns"": []}",0.024990286242499264,0.2827888255380953,0.25779853929559604,False
prod_latest_booking_per_passenger,4da5bbdad918d9b631839fc97a6aa80de135fab6bed55226221ae1a31bcb32c0,"{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""tickets"", ""key_columns"": [""passenger_id"", ""book_ref""], ""include_columns"": []}","{""kind"": ""create"", ""schema_name"": ""aviation"", ""table_name"": ""tickets"", ""key_columns"": [""passenger_id"", ""book_ref""], ""include_columns"": []}",0.08736395535184477,0.08736395535184477,0.0,True
prod_integrity_audit,eddff34970738fc8539bad425a1350bbcf67de95f1908bbd1b7889d5b8598e5c,"{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}","{""kind"": ""noop"", ""schema_name"": null, ""table_name"": null, ""key_columns"": [], ""include_columns"": []}",0.0,0.0,0.0,True
