template_id,sql_text,query_length,join_count,where_condition_count,subquery_count,has_group_by,has_order_by,has_distinct,table_reference_count,unique_table_count,select_expression_count,aggregate_function_count,inner_join_count,left_join_count,right_join_count,full_join_count,cross_join_count,estimated_startup_cost,estimated_total_cost,estimated_plan_rows,estimated_plan_width,estimated_rows_all_nodes,actual_total_time_ms,node_count,max_plan_depth,relation_count,root_node_type,seq_scan_count,index_scan_count,index_only_scan_count,bitmap_heap_scan_count,hash_join_count,merge_join_count,nested_loop_count,sort_node_count,aggregate_node_count,shared_hit_blocks,shared_read_blocks,temp_read_blocks,temp_written_blocks,relation_row_estimate_sum,largest_relation_rows,relation_size_bytes,index_size_bytes,existing_index_count,estimated_selectivity
pagila_country_revenue,"SELECT co.country, COUNT(DISTINCT cu.customer_id) AS customers, SUM(p.amount) AS revenue FROM pagila.country co JOIN pagila.city ci USING (country_id) JOIN pagila.address a USING (city_id) JOIN pagila.customer cu USING (address_id) JOIN pagila.payment p USING (customer_id) WHERE co.country_id >= 69 GROUP BY co.country ORDER BY revenue DESC",341,4,1,0,True,True,False,5,5,3,2,4,0,0,0,0,984.61,984.71,41.0,49,47476.0,7.452,23,12,11,Sort,11,0,0,0,4,0,0,2,1,928,0,0,0,17960.0,16049.0,557056,262144,10,0.0025546763038195525
pagila_country_revenue,"SELECT co.country, COUNT(DISTINCT cu.customer_id) AS customers, SUM(p.amount) AS revenue FROM pagila.country co JOIN pagila.city ci USING (country_id) JOIN pagila.address a USING (city_id) JOIN pagila.customer cu USING (address_id) JOIN pagila.payment p USING (customer_id) WHERE co.country_id >= 69 GROUP BY co.country ORDER BY revenue DESC",341,4,1,0,True,True,False,5,5,3,2,4,0,0,0,0,984.61,984.71,41.0,49,47476.0,7.35,23,12,11,Sort,11,0,0,0,4,0,0,2,1,928,0,0,0,17960.0,16049.0,557056,262144,10,0.0025546763038195525
pagila_customer_lifetime_value,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.payment_id) AS payments, SUM(p.amount) AS lifetime_value FROM pagila.customer c JOIN pagila.payment p USING (customer_id) WHERE c.customer_id >= 274 GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(p.payment_id) >= 11 ORDER BY lifetime_value DESC LIMIT 50",326,1,1,0,True,True,False,2,2,5,3,1,0,0,0,0,498.75,498.87,50.0,57,41753.0,5.132,14,6,8,Limit,8,0,0,0,1,0,0,1,1,780,0,0,0,16648.0,16049.0,229376,122880,5,0.0031154589070970153
pagila_customer_lifetime_value,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(p.payment_id) AS payments, SUM(p.amount) AS lifetime_value FROM pagila.customer c JOIN pagila.payment p USING (customer_id) WHERE c.customer_id >= 274 GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(p.payment_id) >= 11 ORDER BY lifetime_value DESC LIMIT 50",326,1,1,0,True,True,False,2,2,5,3,1,0,0,0,0,498.75,498.87,50.0,57,41753.0,5.176,14,6,8,Limit,8,0,0,0,1,0,0,1,1,780,0,0,0,16648.0,16049.0,229376,122880,5,0.0031154589070970153
pagila_store_inventory_turnover,"SELECT i.store_id, COUNT(DISTINCT i.inventory_id) AS inventory, COUNT(r.rental_id) AS rentals, COUNT(r.rental_id)::numeric / NULLIF(COUNT(DISTINCT i.inventory_id), 0) AS turnover FROM pagila.inventory i LEFT JOIN pagila.rental r USING (inventory_id) WHERE r.return_date - r.rental_date >= INTERVAL '8 days' GROUP BY i.store_id ORDER BY turnover DESC",349,1,1,0,True,True,False,2,2,4,4,0,1,0,0,0,922.48,922.49,2.0,52,25210.0,3.456,7,6,2,Sort,2,0,0,0,1,0,0,2,1,930,0,0,0,20625.0,16044.0,3006464,1466368,5,0.00012465719272001995
pagila_store_inventory_turnover,"SELECT i.store_id, COUNT(DISTINCT i.inventory_id) AS inventory, COUNT(r.rental_id) AS rentals, COUNT(r.rental_id)::numeric / NULLIF(COUNT(DISTINCT i.inventory_id), 0) AS turnover FROM pagila.inventory i LEFT JOIN pagila.rental r USING (inventory_id) WHERE r.return_date - r.rental_date >= INTERVAL '8 days' GROUP BY i.store_id ORDER BY turnover DESC",349,1,1,0,True,True,False,2,2,4,4,0,1,0,0,0,922.48,922.49,2.0,52,25210.0,3.393,7,6,2,Sort,2,0,0,0,1,0,0,2,1,930,0,0,0,20625.0,16044.0,3006464,1466368,5,0.00012465719272001995
pagila_film_pair_affinity,"SELECT i1.film_id AS first_film, i2.film_id AS second_film, COUNT(DISTINCT r1.customer_id) AS shared_customers FROM pagila.rental r1 JOIN pagila.inventory i1 USING (inventory_id) JOIN pagila.rental r2 ON r2.customer_id = r1.customer_id AND r2.rental_id > r1.rental_id JOIN pagila.inventory i2 ON i2.inventory_id = r2.inventory_id WHERE i1.film_id < i2.film_id GROUP BY i1.film_id, i2.film_id HAVING COUNT(DISTINCT r1.customer_id) >= 5 ORDER BY shared_customers DESC LIMIT 40",474,3,1,0,True,True,False,4,2,3,2,3,0,0,0,0,13344.35,13344.45,40.0,16,358245.0,129.156,14,9,2,Limit,4,0,0,0,3,0,0,2,1,2880,0,1160,1164,20625.0,16044.0,3006464,1466368,5,0.0024931438544003987
pagila_film_pair_affinity,"SELECT i1.film_id AS first_film, i2.film_id AS second_film, COUNT(DISTINCT r1.customer_id) AS shared_customers FROM pagila.rental r1 JOIN pagila.inventory i1 USING (inventory_id) JOIN pagila.rental r2 ON r2.customer_id = r1.customer_id AND r2.rental_id > r1.rental_id JOIN pagila.inventory i2 ON i2.inventory_id = r2.inventory_id WHERE i1.film_id < i2.film_id GROUP BY i1.film_id, i2.film_id HAVING COUNT(DISTINCT r1.customer_id) >= 5 ORDER BY shared_customers DESC LIMIT 40",474,3,1,0,True,True,False,4,2,3,2,3,0,0,0,0,13344.35,13344.45,40.0,16,358245.0,150.553,14,9,2,Limit,4,0,0,0,3,0,0,2,1,2880,0,1160,1164,20625.0,16044.0,3006464,1466368,5,0.0024931438544003987
pagila_category_percentiles,"SELECT c.name, percentile_cont(0.5) WITHIN GROUP (ORDER BY p.amount) AS median_payment, percentile_cont(0.9) WITHIN GROUP (ORDER BY p.amount) AS p90_payment FROM pagila.category c JOIN pagila.film_category fc USING (category_id) JOIN pagila.inventory i USING (film_id) JOIN pagila.rental r USING (inventory_id) JOIN pagila.payment p USING (rental_id) WHERE p.amount >= 3.99 GROUP BY c.name ORDER BY p90_payment DESC",415,4,1,0,True,True,False,5,5,3,2,4,0,0,0,0,1881.59,1881.63,16.0,23,97474.0,17.654,23,8,11,Sort,11,0,0,0,4,0,0,2,1,2441,0,0,0,37690.0,16049.0,3153920,1523712,8,0.0009969468502710448
pagila_category_percentiles,"SELECT c.name, percentile_cont(0.5) WITHIN GROUP (ORDER BY p.amount) AS median_payment, percentile_cont(0.9) WITHIN GROUP (ORDER BY p.amount) AS p90_payment FROM pagila.category c JOIN pagila.film_category fc USING (category_id) JOIN pagila.inventory i USING (film_id) JOIN pagila.rental r USING (inventory_id) JOIN pagila.payment p USING (rental_id) WHERE p.amount >= 3.99 GROUP BY c.name ORDER BY p90_payment DESC",415,4,1,0,True,True,False,5,5,3,2,4,0,0,0,0,1881.59,1881.63,16.0,23,97474.0,16.769,23,8,11,Sort,11,0,0,0,4,0,0,2,1,2428,0,0,0,37690.0,16049.0,3153920,1523712,8,0.0009969468502710448
pagila_payment_moving_average,"SELECT p.customer_id, p.payment_date, p.amount, AVG(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS moving_avg FROM pagila.payment p WHERE p.customer_id BETWEEN 290 AND 340 ORDER BY p.customer_id, p.payment_date",275,0,1,0,False,True,False,1,1,4,1,0,0,0,0,0,289.65,316.99,1368.0,50,6654.0,3.123,16,5,7,WindowAgg,1,0,0,6,0,0,0,1,0,302,0,0,0,16049.0,16049.0,0,0,1,0.08523895569817434
pagila_payment_moving_average,"SELECT p.customer_id, p.payment_date, p.amount, AVG(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date ROWS BETWEEN 4 PRECEDING AND CURRENT ROW) AS moving_avg FROM pagila.payment p WHERE p.customer_id BETWEEN 290 AND 340 ORDER BY p.customer_id, p.payment_date",275,0,1,0,False,True,False,1,1,4,1,0,0,0,0,0,289.65,316.99,1368.0,50,6654.0,1.743,16,5,7,WindowAgg,1,0,0,6,0,0,0,1,0,296,0,0,0,16049.0,16049.0,0,0,1,0.08523895569817434
pagila_duration_outliers,"WITH stats AS ( SELECT rating, AVG(length) AS avg_length, STDDEV_POP(length) AS sd FROM pagila.film GROUP BY rating ) SELECT f.film_id, f.title, f.length FROM pagila.film f JOIN stats s USING (rating) WHERE f.rating = 'G' AND f.length > s.avg_length + s.sd ORDER BY f.length DESC",279,1,2,1,True,True,False,2,1,6,2,1,0,0,0,0,158.76,158.9,59.0,21,475.0,0.32,5,4,1,Sort,2,0,0,0,0,0,1,1,1,451,0,0,0,1000.0,1000.0,770048,212992,5,0.059
pagila_duration_outliers,"WITH stats AS ( SELECT rating, AVG(length) AS avg_length, STDDEV_POP(length) AS sd FROM pagila.film GROUP BY rating ) SELECT f.film_id, f.title, f.length FROM pagila.film f JOIN stats s USING (rating) WHERE f.rating = 'G' AND f.length > s.avg_length + s.sd ORDER BY f.length DESC",279,1,2,1,True,True,False,2,1,6,2,1,0,0,0,0,158.76,158.9,59.0,21,475.0,0.3,5,4,1,Sort,2,0,0,0,0,0,1,1,1,448,0,0,0,1000.0,1000.0,770048,212992,5,0.059
pagila_inventory_imbalance,"SELECT i.film_id, COUNT(*) FILTER (WHERE i.store_id = 1) AS store_one, COUNT(*) FILTER (WHERE i.store_id = 2) AS store_two FROM pagila.inventory i WHERE i.film_id >= 3 GROUP BY i.film_id HAVING ABS(COUNT(*) FILTER (WHERE i.store_id = 1) - COUNT(*) FILTER (WHERE i.store_id = 2)) >= 3 ORDER BY i.film_id",302,0,5,0,True,True,False,1,1,3,4,0,0,0,0,0,174.42,175.22,319.0,20,5208.0,1.067,3,3,1,Sort,1,0,0,0,0,0,0,1,1,90,0,0,0,4581.0,4581.0,516096,237568,2,0.06963545077493997
pagila_inventory_imbalance,"SELECT i.film_id, COUNT(*) FILTER (WHERE i.store_id = 1) AS store_one, COUNT(*) FILTER (WHERE i.store_id = 2) AS store_two FROM pagila.inventory i WHERE i.film_id >= 3 GROUP BY i.film_id HAVING ABS(COUNT(*) FILTER (WHERE i.store_id = 1) - COUNT(*) FILTER (WHERE i.store_id = 2)) >= 3 ORDER BY i.film_id",302,0,5,0,True,True,False,1,1,3,4,0,0,0,0,0,174.42,175.22,319.0,20,5208.0,1.009,3,3,1,Sort,1,0,0,0,0,0,0,1,1,90,0,0,0,4581.0,4581.0,516096,237568,2,0.06963545077493997
pagila_customer_recency_rank,"WITH activity AS ( SELECT c.customer_id, c.store_id, MAX(r.rental_date) AS last_rental FROM pagila.customer c LEFT JOIN pagila.rental r USING (customer_id) WHERE c.store_id = 1 GROUP BY c.customer_id, c.store_id ) SELECT customer_id, last_rental, dense_rank() OVER (ORDER BY last_rental DESC NULLS LAST) AS recency_rank FROM activity ORDER BY recency_rank, customer_id",368,1,1,1,True,True,False,2,2,6,2,0,1,0,0,0,456.52,457.34,326.0,20,27058.0,3.688,9,8,2,Sort,2,0,0,0,1,0,0,2,1,1122,0,0,0,16643.0,16044.0,2719744,1351680,7,0.020319122413363252
pagila_customer_recency_rank,"WITH activity AS ( SELECT c.customer_id, c.store_id, MAX(r.rental_date) AS last_rental FROM pagila.customer c LEFT JOIN pagila.rental r USING (customer_id) WHERE c.store_id = 1 GROUP BY c.customer_id, c.store_id ) SELECT customer_id, last_rental, dense_rank() OVER (ORDER BY last_rental DESC NULLS LAST) AS recency_rank FROM activity ORDER BY recency_rank, customer_id",368,1,1,1,True,True,False,2,2,6,2,0,1,0,0,0,456.52,457.34,326.0,20,27058.0,3.678,9,8,2,Sort,2,0,0,0,1,0,0,2,1,1122,0,0,0,16643.0,16044.0,2719744,1351680,7,0.020319122413363252
pagila_return_sla,"SELECT i.store_id, COUNT(*) AS rentals, COUNT(*) FILTER (WHERE r.return_date <= r.rental_date + INTERVAL '4 days') AS within_sla FROM pagila.rental r JOIN pagila.inventory i USING (inventory_id) WHERE r.return_date IS NOT NULL GROUP BY i.store_id ORDER BY i.store_id",266,1,2,0,True,True,False,2,2,3,2,1,0,0,0,0,683.47,683.48,2.0,20,40888.0,7.002,6,5,2,Sort,2,0,0,0,1,0,0,1,1,750,0,0,0,20625.0,16044.0,3006464,1466368,5,0.00012465719272001995
pagila_return_sla,"SELECT i.store_id, COUNT(*) AS rentals, COUNT(*) FILTER (WHERE r.return_date <= r.rental_date + INTERVAL '4 days') AS within_sla FROM pagila.rental r JOIN pagila.inventory i USING (inventory_id) WHERE r.return_date IS NOT NULL GROUP BY i.store_id ORDER BY i.store_id",266,1,2,0,True,True,False,2,2,3,2,1,0,0,0,0,683.47,683.48,2.0,20,40888.0,7.125,6,5,2,Sort,2,0,0,0,1,0,0,1,1,750,0,0,0,20625.0,16044.0,3006464,1466368,5,0.00012465719272001995
pagila_daily_revenue_rollup,"SELECT date_trunc('day', p.payment_date) AS day, s.store_id, SUM(p.amount) AS revenue FROM pagila.payment p JOIN pagila.staff s USING (staff_id) WHERE p.payment_date >= TIMESTAMPTZ '2022-01-01' AND p.payment_date < TIMESTAMPTZ '2022-02-01' GROUP BY GROUPING SETS ((day, s.store_id), (day), ()) ORDER BY day NULLS LAST, s.store_id NULLS LAST",340,1,2,0,True,True,False,2,2,3,1,1,0,0,0,0,59.96,88.89,1447.0,44,3620.0,0.511,6,5,2,Aggregate,2,0,0,0,1,0,0,1,1,29,0,0,0,16051.0,16049.0,32768,16384,2,0.09016138077138762
pagila_daily_revenue_rollup,"SELECT date_trunc('day', p.payment_date) AS day, s.store_id, SUM(p.amount) AS revenue FROM pagila.payment p JOIN pagila.staff s USING (staff_id) WHERE p.payment_date >= TIMESTAMPTZ '2022-01-01' AND p.payment_date < TIMESTAMPTZ '2022-02-01' GROUP BY GROUPING SETS ((day, s.store_id), (day), ()) ORDER BY day NULLS LAST, s.store_id NULLS LAST",340,1,2,0,True,True,False,2,2,3,1,1,0,0,0,0,59.96,88.89,1447.0,44,3620.0,0.516,6,5,2,Aggregate,2,0,0,0,1,0,0,1,1,29,0,0,0,16051.0,16049.0,32768,16384,2,0.09016138077138762
pagila_customer_payment_transitions,"SELECT p.customer_id, p.payment_date, p.amount, lag(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date) AS previous_amount, p.amount - lag(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date) AS delta FROM pagila.payment p WHERE p.customer_id >= 368 ORDER BY p.customer_id, p.payment_date",319,0,1,0,False,True,False,1,1,5,2,0,0,0,0,0,735.01,872.56,6114.0,82,26370.0,6.15,12,5,7,WindowAgg,5,0,0,2,0,0,0,1,0,456,0,0,0,16049.0,16049.0,0,0,1,0.38095831515982304
pagila_customer_payment_transitions,"SELECT p.customer_id, p.payment_date, p.amount, lag(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date) AS previous_amount, p.amount - lag(p.amount) OVER (PARTITION BY p.customer_id ORDER BY p.payment_date) AS delta FROM pagila.payment p WHERE p.customer_id >= 368 ORDER BY p.customer_id, p.payment_date",319,0,1,0,False,True,False,1,1,5,2,0,0,0,0,0,735.01,872.56,6114.0,82,26370.0,5.198,12,5,7,WindowAgg,5,0,0,2,0,0,0,1,0,456,0,0,0,16049.0,16049.0,0,0,1,0.38095831515982304
pagila_repeat_renters,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(r.rental_id) AS rentals FROM pagila.customer c JOIN pagila.rental r USING (customer_id) WHERE c.customer_id >= 150 GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(r.rental_id) >= 33 ORDER BY rentals DESC",273,1,1,0,True,True,False,2,2,4,2,1,0,0,0,0,446.28,446.65,150.0,25,29297.0,4.256,6,5,2,Sort,2,0,0,0,1,0,0,1,1,645,0,0,0,16643.0,16044.0,2719744,1351680,7,0.009349289454001496
pagila_repeat_renters,"SELECT c.customer_id, c.first_name, c.last_name, COUNT(r.rental_id) AS rentals FROM pagila.customer c JOIN pagila.rental r USING (customer_id) WHERE c.customer_id >= 150 GROUP BY c.customer_id, c.first_name, c.last_name HAVING COUNT(r.rental_id) >= 33 ORDER BY rentals DESC",273,1,1,0,True,True,False,2,2,4,2,1,0,0,0,0,446.28,446.65,150.0,25,29297.0,4.215,6,5,2,Sort,2,0,0,0,1,0,0,1,1,645,0,0,0,16643.0,16044.0,2719744,1351680,7,0.009349289454001496
pagila_language_catalog,"SELECT l.name, f.rating, COUNT(*) AS films, AVG(f.length) AS avg_length FROM pagila.language l JOIN pagila.film f USING (language_id) WHERE f.length >= 150 GROUP BY l.name, f.rating ORDER BY films DESC",201,1,1,0,True,True,False,2,2,4,2,1,0,0,0,0,82.42,82.5,30.0,65,580.0,0.279,6,5,2,Sort,2,0,0,0,1,0,0,1,1,261,0,0,0,1006.0,1000.0,794624,229376,6,0.03
pagila_language_catalog,"SELECT l.name, f.rating, COUNT(*) AS films, AVG(f.length) AS avg_length FROM pagila.language l JOIN pagila.film f USING (language_id) WHERE f.length >= 150 GROUP BY l.name, f.rating ORDER BY films DESC",201,1,1,0,True,True,False,2,2,4,2,1,0,0,0,0,82.42,82.5,30.0,65,580.0,0.342,6,5,2,Sort,2,0,0,0,1,0,0,1,1,261,0,0,0,1006.0,1000.0,794624,229376,6,0.03
pagila_actor_rental_impact,"SELECT a.actor_id, a.first_name, a.last_name, COUNT(r.rental_id) AS rentals, COALESCE(SUM(p.amount), 0) AS revenue FROM pagila.actor a JOIN pagila.film_actor fa USING (actor_id) JOIN pagila.inventory i USING (film_id) LEFT JOIN pagila.rental r USING (inventory_id) LEFT JOIN pagila.payment p USING (rental_id) WHERE a.actor_id >= 187 GROUP BY a.actor_id, a.first_name, a.last_name ORDER BY revenue DESC LIMIT 30",411,4,1,0,True,True,False,5,5,5,2,2,2,0,0,0,1232.34,1232.38,14.0,57,75320.0,9.1,22,11,11,Limit,10,0,1,0,3,0,1,1,1,2387,0,0,0,42336.0,16049.0,3596288,1728512,10,0.0008723284939871643
pagila_actor_rental_impact,"SELECT a.actor_id, a.first_name, a.last_name, COUNT(r.rental_id) AS rentals, COALESCE(SUM(p.amount), 0) AS revenue FROM pagila.actor a JOIN pagila.film_actor fa USING (actor_id) JOIN pagila.inventory i USING (film_id) LEFT JOIN pagila.rental r USING (inventory_id) LEFT JOIN pagila.payment p USING (rental_id) WHERE a.actor_id >= 187 GROUP BY a.actor_id, a.first_name, a.last_name ORDER BY revenue DESC LIMIT 30",411,4,1,0,True,True,False,5,5,5,2,2,2,0,0,0,1232.34,1232.38,14.0,57,75320.0,9.1,22,11,11,Limit,10,0,1,0,3,0,1,1,1,2387,0,0,0,42336.0,16049.0,3596288,1728512,10,0.0008723284939871643
pagila_city_customer_density,"SELECT co.country, ci.city, COUNT(cu.customer_id) AS customers FROM pagila.country co JOIN pagila.city ci USING (country_id) JOIN pagila.address a USING (city_id) LEFT JOIN pagila.customer cu USING (address_id) WHERE co.country_id <= 83 GROUP BY co.country, ci.city ORDER BY customers DESC LIMIT 60",298,3,1,0,True,True,False,4,4,3,1,2,1,0,0,0,87.17,87.32,60.0,26,5814.0,0.845,13,8,4,Limit,4,0,0,0,3,0,0,1,1,168,0,0,0,1911.0,603.0,557056,262144,9,0.09950248756218906
pagila_city_customer_density,"SELECT co.country, ci.city, COUNT(cu.customer_id) AS customers FROM pagila.country co JOIN pagila.city ci USING (country_id) JOIN pagila.address a USING (city_id) LEFT JOIN pagila.customer cu USING (address_id) WHERE co.country_id <= 83 GROUP BY co.country, ci.city ORDER BY customers DESC LIMIT 60",298,3,1,0,True,True,False,4,4,3,1,2,1,0,0,0,87.17,87.32,60.0,26,5814.0,0.835,13,8,4,Limit,4,0,0,0,3,0,0,1,1,168,0,0,0,1911.0,603.0,557056,262144,9,0.09950248756218906
pagila_film_popularity,"SELECT f.film_id, f.title, COUNT(r.rental_id) AS rentals FROM pagila.film f JOIN pagila.inventory i USING (film_id) LEFT JOIN pagila.rental r USING (inventory_id) WHERE f.rating = 'R' GROUP BY f.film_id, f.title ORDER BY rentals DESC, f.title LIMIT 40",251,2,1,0,True,True,False,3,3,3,1,1,1,0,0,0,603.63,603.73,40.0,27,26359.0,3.414,10,8,3,Limit,3,0,0,0,2,0,0,1,1,1472,0,0,0,21625.0,16044.0,3776512,1679360,10,0.0024931438544003987
pagila_film_popularity,"SELECT f.film_id, f.title, COUNT(r.rental_id) AS rentals FROM pagila.film f JOIN pagila.inventory i USING (film_id) LEFT JOIN pagila.rental r USING (inventory_id) WHERE f.rating = 'R' GROUP BY f.film_id, f.title ORDER BY rentals DESC, f.title LIMIT 40",251,2,1,0,True,True,False,3,3,3,1,1,1,0,0,0,603.63,603.73,40.0,27,26359.0,3.377,10,8,3,Limit,3,0,0,0,2,0,0,1,1,1472,0,0,0,21625.0,16044.0,3776512,1679360,10,0.0024931438544003987
